,abs standard deviation,district type,jurisdiction,max abs difference,max blocks per dist,max pop blocks per dist,max pop per dist 2010,mean abs difference,mean blocks per dist,mean difference,mean pop blocks per dist,mean pop per dist 2010,num of blocks,num of districts,num of pop blocks,pct blocks populated,standard deviation,state,stdev pop per dist 2010,total map pop 2010
16,0.267090754183917,Comm Ct/JP,Caldwell Comm Ct/JP,0.7919920800791992,1368.0,526.0,9729.0,0.38364601245613034,672.5,0.012350027583469276,307.5,9516.5,2690.0,4.0,1230.0,45.72490706319702,0.46729991511096,TX,253.5167647316445,38066.0
17,0.12456786176556159,School District,Hayes ISD,0.3787878787878788,310.0,207.0,13979.0,0.1919773929212785,258.6,-0.1487174469962109,171.2,13499.4,1293.0,5.0,856.0,66.20262954369683,0.17394134797863392,TX,362.4652259182941,67497.0
18,0.34419005198626795,School District,Lockhart ISD,1.3888888888888888,469.0,231.0,5836.0,1.0461620514209362,284.25,0.3336833525848516,158.25,5666.25,1137.0,4.0,633.0,55.67282321899736,1.0495605032237565,TX,156.4199076204816,22665.0
19,1.4102416543441954,City,Luling,4.131455399061033,103.0,69.0,1099.0,1.946964706616648,89.4,-0.5587425116788877,55.4,1082.2,447.0,5.0,277.0,61.96868008948546,2.3382172478409853,TX,11.124747188138704,5411.0
20,1.3893671261459493,City,Dimmitt City,3.7453183520599254,552.0,119.0,801.0,1.7746811003886585,156.28571428571428,-0.4978483027318097,51.0,788.2857142857143,1094.0,7.0,357.0,32.63254113345521,2.1981767642204777,TX,7.553888037944164,5518.0
21,1.9199917822074761,Comm Ct/Cons/JP,Concho Comm Ct/Cons/JP,6.991869918699186,352.0,91.0,644.0,4.725314097651809,301.0,1.688601934252989,83.75,632.75,1204.0,4.0,335.0,27.823920265780732,4.8128562489283055,TX,10.848386976873567,2531.0
22,1.29273481820482,School District,Ralls ISD,6.595744680851063,350.0,91.0,478.0,5.096846118164313,132.0,0.5135244722076785,54.2,466.8,660.0,5.0,271.0,41.060606060606055,5.2330962420816896,TX,6.43117407632541,2334.0
23,0.9400508078082865,Comm Ct/Cons/JP,Dawson Comm Ct/Cons/JP,2.557108762359359,889.0,289.0,2956.0,1.318313115820951,704.25,0.022792328126171157,223.75,2940.25,2817.0,4.0,895.0,31.771388001419947,1.618989037141742,TX,12.028611723719408,11761.0
24,2.2511773253818803,City,Spur,10.882352941176471,62.0,34.0,340.0,7.728539613332548,46.333333333333336,-0.4736376525482342,29.333333333333332,335.3333333333333,139.0,3.0,88.0,63.30935251798561,8.035781933281449,TX,4.642796092394707,1006.0
25,0.21123227754511384,Comm Ct/Cons/JP,Gaines Comm Ct/Cons/JP,0.8912655971479502,1124.0,261.0,4488.0,0.6496179122319881,739.5,0.033142289056646346,202.75,4381.5,2958.0,4.0,811.0,27.417173766058145,0.6822932622015468,TX,68.75499981819505,17526.0
26,0.0,Cons/JP,Galviston Cons/JP,0.4137360364087712,4294.0,2582.0,2417.0,0.4137360364087712,1919.0,0.4137360364087712,1173.0,2417.0,9595.0,1.0,5865.0,61.12558624283481,0.0,TX,0.0,2417.0
27,0.7898560737637809,Groundwater,Guadalupe Groundwater Dists,2.3674911660777385,581.0,195.0,6009.0,1.0567645323712396,236.42857142857142,0.6417183490590984,135.57142857142858,5798.714285714285,1655.0,7.0,949.0,57.34138972809668,1.1527451819982617,TX,127.61405462869483,40591.0
28,0.0,Comm Ct/Cons/JP,Hale Comm Ct/Cons/JP,0.2215770171149144,1762.0,895.0,13088.0,0.2215770171149144,1732.0,0.2215770171149144,851.0,13088.0,3464.0,1.0,1702.0,49.13394919168591,0.0,TX,0.0,13088.0
29,0.9232946344346397,School District,Plainview ISD,3.263871453678132,595.0,246.0,3986.0,1.4575718872978756,267.42857142857144,-0.19588956367190496,145.42857142857142,3863.285714285714,1872.0,7.0,1018.0,54.380341880341874,1.7142392095216223,TX,85.32913467561825,27043.0
30,0.3111068478393807,City,Kyle City,1.3468938977460143,181.0,142.0,10914.0,0.9181718161637503,151.66666666666666,-0.3918906504509682,113.33333333333333,9712.0,455.0,3.0,340.0,74.72527472527473,0.8867066441947483,TX,1191.6744521890196,29136.0
31,0.5934314598789641,Comm Ct/Cons/JP,Hockley Comm Ct/Cons/JP,1.810829817158931,1547.0,353.0,5788.0,0.8966543286170898,1073.75,-0.008760579962375725,332.0,5733.75,4295.0,4.0,1328.0,30.919674039580908,1.075208414606473,TX,35.611620294504995,22935.0
32,0.7349445707866317,Comm Ct/Cons/JP,Howard Comm Ct/Cons/JP,2.2902832362108687,930.0,395.0,7526.0,1.3529548218760858,679.75,0.0682968604275741,301.5,7356.75,2719.0,4.0,1206.0,44.354542111070245,1.538169630119589,TX,139.8470146266984,29427.0
33,0.312565211736071,Comm. Court,Karnes Comm Ct,0.8849557522123894,441.0,229.0,3093.0,0.4478387660902,377.0,0.06548572709002945,209.5,2890.0,1508.0,4.0,838.0,55.57029177718833,0.5421883358652212,TX,117.22201158485551,11560.0
34,0.44742291151504626,Comm. Court,Kleberg Comm Ct,1.4126765845730715,0.0,0.0,8310.0,0.8015651116492369,0.0,0.007059582562689903,0.0,8015.25,4.0,4.0,4.0,100.0,0.91795645444427,TX,179.6682707102175,32061.0
35,0.35822395009321784,Comm Ct/Cons/JP,Moore Comm Ct/Cons/JP,1.0435737824972537,661.0,199.0,5637.0,0.6690439003850434,480.5,-0.04268510374346775,158.5,5476.0,1922.0,4.0,634.0,32.98647242455775,0.7577084670117059,TX,130.78799639110616,21904.0
36,0.9264058172930209,School District,Daingerfield-Lone Star ISD,2.8901734104046244,163.0,84.0,1751.0,1.2982328637283909,128.6,0.042537098570276946,70.4,1702.8,643.0,5.0,352.0,54.74339035769829,1.5943107921681992,TX,52.84467806695391,8514.0
37,0.7805556463565835,City,Sweetwater,2.04828090709583,369.0,211.0,2777.0,0.8752210527133367,196.5,-0.14891940083457833,131.25,2726.5,786.0,4.0,525.0,66.79389312977099,1.1632291348770694,TX,33.737960815674676,10906.0
38,0.5152084636399744,Comm. Court,Ochiltree Comm Ct,1.9238319591676483,264.0,146.0,2578.0,1.2035797533127244,224.0,0.03360166079725002,124.75,2555.75,896.0,4.0,499.0,55.69196428571429,1.3087837529486097,TX,13.5531361684298,10223.0
39,0.9491419630909163,Hospital,Reagan Hospital Dist,3.587962962962963,444.0,76.0,864.0,2.0068157406942078,295.75,0.21283425921272664,61.75,841.75,1183.0,4.0,247.0,20.87912087912088,2.209724295314574,TX,22.18529918662356,3367.0
40,2.8057936511150845,School District,Sterling ISD,9.210526315789473,558.0,40.0,231.0,4.9079178000925126,200.0,-0.687830463847971,29.0,228.6,1000.0,5.0,145.0,14.499999999999998,5.611330002602354,TX,2.0591260281974,1143.0
41,0.576354078518546,School District,Sonora IDS,2.3032629558541267,397.0,74.0,1064.0,1.703629585785494,306.0,-0.17605825823437043,67.75,1032.0,1224.0,4.0,271.0,22.14052287581699,1.7898439259041823,TX,24.48468909339059,4128.0
42,1.1636196253172677,City,Tulia City,3.2169117647058822,95.0,67.0,1095.0,2.1345360984986033,65.25,-0.7646730847999731,48.75,1090.0,261.0,4.0,195.0,74.71264367816092,2.3077110004503663,TX,4.301162633521313,4360.0
43,1.097842614237238,Comm Ct/Cons/JP,Terry Comm Ct/Cons/JP,3.3367381681988424,738.0,204.0,2974.0,2.02146814278525,572.0,-0.05047632835630622,182.25,2946.25,2288.0,4.0,729.0,31.86188811188811,2.2997921641327865,TX,21.370248009791556,11785.0
44,0.0,Comm Ct/Cons/JP,Titus Comm Ct/Cons/JP,0.14884644008930786,1100.0,624.0,8062.0,0.14884644008930786,832.0,-0.14884644008930786,426.5,8062.0,1664.0,1.0,853.0,51.262019230769226,0.0,TX,0.0,8062.0
45,3.2769963722583193,Comm Ct/Cons/JP,Upton Comm Ct/Cons/JP,8.92018779342723,848.0,105.0,852.0,5.362135486702892,526.5,0.29963195143505894,77.5,838.75,2106.0,4.0,310.0,14.719848053181387,6.277055272596526,TX,8.98262211161084,3355.0
46,0.6024707212013234,City,Wharton City,1.724941724941725,247.0,92.0,2271.0,0.7926506713927999,141.0,0.06982019107806253,69.5,2208.0,564.0,4.0,278.0,49.29078014184397,0.9931722900293393,TX,56.87266478722445,8832.0
